flow_duration,Rate,Number,IAT,Tot size,label
0.0,29.11720317391999,9.5,83677067.32474847,592.0,Mirai-greeth_flood
0.007583360671997,2.747407329403198,9.5,83033546.80688086,54.67,DDoS-TCP_Flood
0.0,1.355467256923301,9.5,83349378.95565696,54.0,DDoS-RSTFINFlood
0.0260130882263183,35366.17789198994,9.5,83103005.87711199,50.08,DDoS-UDP_Flood
0.0,36.46174575991239,9.5,83128166.95734707,42.0,DDoS-ICMP_Flood
0.0118970870971679,19.894312066024742,9.5,83335354.03503154,791.22,DDoS-ACK_Fragmentation
3.081354327201843,0.8979743093043234,9.5,83362249.98975386,54.0,DDoS-SynonymousIP_Flood
0.0,0.0,9.5,83332025.77495319,54.38,DDoS-PSHACK_Flood
0.0,146.70528156698148,9.5,83331130.26197186,54.0,DDoS-PSHACK_Flood
0.0784397530555725,7886.988821222589,9.5,83106485.80072068,50.0,DDoS-UDP_Flood
0.0,10.632367051176915,9.5,83343850.26995501,54.0,DDoS-RSTFINFlood
0.1405555534362793,1862.2555949914808,9.5,83767543.41182874,554.0,Mirai-udpplain
0.0587311196327209,13966.80862554333,9.5,83123625.23178947,50.0,DDoS-UDP_Flood
0.0,9.190960466833644,9.5,83348617.23707364,54.0,DDoS-RSTFINFlood
0.0,26.579723533454263,9.5,83093226.34470917,54.0,DDoS-SYN_Flood
0.0987142300605773,9135.240615508756,9.5,83123755.2461852,50.0,DDoS-UDP_Flood
11.420318913459775,430.066798795406,5.5,3.6954879760742175e-06,66.0,MITM-ArpSpoofing
0.0,4.939490329593457,9.5,83129066.44408707,42.0,DDoS-ICMP_Flood
0.0,7.168845130881977,9.5,83124408.91655579,42.0,DDoS-ICMP_Flood
0.0255869817733764,10013.832551940448,9.5,83106435.73235807,50.0,DDoS-UDP_Flood
0.0864300179481506,8055.946614730858,9.5,83106184.87085351,50.1,DDoS-UDP_Flood
0.0,3.95987821943962,9.5,83313732.85092273,54.0,DDoS-PSHACK_Flood
0.0,49.92149301340192,9.5,83581513.4660782,578.0,Mirai-greip_flood
0.0,71.05461186224468,9.5,83094404.10090333,54.0,DDoS-SYN_Flood
2.967012331485748,3419.303566619317,9.5,83762994.7252459,535.38,Mirai-udpplain
0.0,39.84537997140535,9.5,83124823.77119578,42.0,DDoS-ICMP_Flood
0.0,3.8217972443868575,9.5,83344171.91668223,54.0,DDoS-RSTFINFlood
0.0,0.7344460066780012,9.5,83127989.18367834,42.0,DDoS-ICMP_Flood
0.0,7.964256485917349,9.5,83340917.30724554,54.0,DDoS-RSTFINFlood
0.0,3.5325920958295645,9.5,83698654.26624697,592.0,Mirai-greeth_flood
3.233674554824829,500.90685334873086,9.5,83015842.7646994,213.56,DoS-UDP_Flood
0.0,1.667962020624919,9.5,83646761.50667313,572.82,Mirai-greip_flood
0.0,5.0002879070114,9.5,83150039.75760904,42.0,DDoS-ICMP_Flood
0.0268766474723815,9720.147512457326,9.5,83102855.52489868,50.7,DDoS-UDP_Flood
8.712438702583313,154.4147543726482,5.5,0.0055171966552734,428.5,DNS_Spoofing
4.23215473651886,0.497133136739,9.5,82947319.11798143,54.69,DoS-TCP_Flood
0.0,0.0,9.5,83150277.75740036,42.2,DDoS-ICMP_Flood
0.8496567583084107,0.973206480385798,9.5,83361031.60633518,54.0,DDoS-SynonymousIP_Flood
0.0,1.9299391749716888,9.5,83075924.70975596,54.0,DDoS-TCP_Flood
0.015196681022644,4.592700848516581,9.5,83071591.3886471,54.98,DDoS-TCP_Flood
4.527736806869507,0.4417218329900556,9.5,82972981.45582043,54.0,DoS-SYN_Flood
0.394562246799469,1.419504187473838,9.5,83365438.60772978,54.0,DDoS-SynonymousIP_Flood
4.608216602802276,0.5302814001947052,9.5,83361986.69837417,54.0,DDoS-SynonymousIP_Flood
0.0322244906425476,1.317227545104928,9.5,83330826.94883075,54.04,DDoS-PSHACK_Flood
0.0,38.23692595209336,9.5,83132298.46361943,42.0,DDoS-ICMP_Flood
0.0,1.288690144024651,9.5,83340913.85492808,54.0,DDoS-RSTFINFlood
5.842200751304627,0.342338799187917,9.5,82946989.37209396,55.6,DoS-TCP_Flood
0.0,2439.257923815061,9.5,82951544.96422285,54.0,DoS-TCP_Flood
0.0013924503326416,16.902674318867074,9.5,83149800.04672788,42.84,DDoS-ICMP_Flood
0.0,5.032916173941008,9.5,83128698.75414369,42.0,DDoS-ICMP_Flood
5.016201863288879,0.3987080855635585,9.5,82950840.39556536,54.0,DoS-TCP_Flood
0.0,22.276712590688444,9.5,83075977.4459332,54.0,DDoS-TCP_Flood
0.0,1.5112581290894664,9.5,83344065.0007896,54.0,DDoS-RSTFINFlood
0.0,1.6684304445404428,9.5,83149325.64339596,42.0,DDoS-ICMP_Flood
0.0,1.000425201573214,9.5,83007021.29869357,182.0,DoS-UDP_Flood
0.0,1.041241494909855,9.5,83076992.74958444,54.0,DDoS-SYN_Flood
0.0,0.401409751463642,9.5,83332023.07293373,54.06,DDoS-PSHACK_Flood
0.0,85.4733195439308,9.5,83343784.15808628,54.0,DDoS-RSTFINFlood
0.0985345196723938,9000.814222015824,9.5,83106624.02603872,50.0,DDoS-UDP_Flood
0.0,17.44044109391957,9.5,83362142.96531405,54.0,DDoS-SynonymousIP_Flood
0.0545432209968566,6961.505469369008,9.5,83098520.42815076,50.0,DDoS-UDP_Flood
0.0607851576805114,10415.687723881592,9.5,83106635.44970593,50.0,DDoS-UDP_Flood
0.046250991821289,6.890773878947155,9.5,83336627.54133499,931.52,DDoS-ACK_Fragmentation
0.0,2.542905659590696,9.5,83149337.94520488,42.0,DDoS-ICMP_Flood
0.0,18.178124035684448,9.5,83067236.39186685,54.0,DDoS-TCP_Flood
0.0,14.46027504938684,9.5,83330967.62018824,54.0,DDoS-PSHACK_Flood
3.794522552490234,0.6949406480397811,9.5,83362301.75547779,54.0,DDoS-SynonymousIP_Flood
0.0113645005226135,61.60662895788054,9.5,83340116.83465175,673.8,DDoS-ACK_Fragmentation
0.1380416131019592,5001.866831114342,9.5,83098515.52527462,50.0,DDoS-UDP_Flood
0.0,1.6409968561577235,9.5,83076364.42618573,54.28,DDoS-TCP_Flood
0.0,11.005523354210997,9.5,83345048.02997884,54.0,DDoS-RSTFINFlood
0.0,32.72737487320426,9.5,83072491.93546861,54.0,DDoS-TCP_Flood
0.0,121.76196593292543,9.5,83483203.93924412,42.0,DDoS-ICMP_Flood
0.0,6.246720113904275,9.5,83093387.4337452,54.0,DDoS-SYN_Flood
0.0,12.267526169703103,9.5,83034132.67928687,54.0,DDoS-TCP_Flood
0.0,170.21301462979113,9.5,83128829.33367784,42.12,DDoS-ICMP_Flood
0.0,52.06855071474241,9.5,83331725.97805184,54.0,DDoS-PSHACK_Flood
0.0388526344299316,10588.971861192533,9.5,83123816.8488648,50.0,DDoS-UDP_Flood
0.0,57.64653170054567,9.5,83094039.88015205,54.0,DDoS-SYN_Flood
0.0,2.5479810687914752,9.5,83089685.75708126,54.0,DDoS-SYN_Flood
0.0,2.3758498825472656,9.5,82981048.09226912,54.0,DoS-SYN_Flood
0.0,5.077091388526219,9.5,83127789.86500074,42.0,DDoS-ICMP_Flood
0.0,3.935340246836976,9.5,83344482.37650402,54.0,DDoS-RSTFINFlood
0.0,2.480829430496514,9.5,83149408.16887227,42.0,DDoS-ICMP_Flood
4.640526783466339,7.058370824642517,9.5,82956085.84075227,262.19,DoS-TCP_Flood
3.481790099143982,0.7277622047869423,9.5,83365658.82544057,54.0,DDoS-SynonymousIP_Flood
0.0082390117645263,23313.55652535875,9.5,83012429.02358536,50.0,DoS-UDP_Flood
0.0915402197837829,9075.107748142136,9.5,83487424.39938816,50.0,DDoS-UDP_Flood
1.4987024474143982,189.38602034426304,9.5,83370915.44147392,923.46,DDoS-UDP_Fragmentation
0.2610214114189148,4781.684356340574,9.5,83123581.17201427,50.0,DDoS-UDP_Flood
0.0,0.688721225723269,9.5,83088903.65168962,54.32,DDoS-SYN_Flood
0.0,131.84038222767066,9.5,83314035.60370572,54.2,DDoS-PSHACK_Flood
0.0,8.686853749791593,9.5,83336184.11677423,944.0,DDoS-ACK_Fragmentation
0.0042960834503173,26462.051178423702,9.5,83016561.4302357,50.73,DoS-UDP_Flood
0.7950552797317505,3.9220759262944687,9.5,83365503.28544122,54.04,DDoS-SynonymousIP_Flood
0.0,2.247242948789338,9.5,83348181.8954089,54.0,DDoS-RSTFINFlood
0.03121178150177,4.82786234343339,9.5,83681557.91151154,576.94,Mirai-greeth_flood
0.0,39.76378572342755,9.5,83149496.3717194,42.0,DDoS-ICMP_Flood
0.0410624647140502,19750.479428243787,9.5,83028650.96929216,50.0,DoS-UDP_Flood
0.0,2.1551827192976485,9.5,83348406.91793764,54.0,DDoS-RSTFINFlood
0.0,2.567598528686172,9.5,83314415.48687173,54.0,DDoS-PSHACK_Flood
4.88339225769043,0.327655389796581,9.5,83076976.96941963,54.0,DDoS-SYN_Flood
0.0092776465415954,36.3022110919292,9.5,83149699.07343474,43.44,DDoS-ICMP_Flood
0.0,106.75789045001017,9.5,83006886.58490032,42.0,DoS-UDP_Flood
0.0,9.0212017288308,9.5,83345042.84167789,54.06,DDoS-RSTFINFlood
0.0455619883537292,10187.493371701525,9.5,83123731.58849534,50.0,DDoS-UDP_Flood
0.0,1.6072246139376818,9.5,83345138.816599,54.0,DDoS-RSTFINFlood
0.0,18.5607972510416,9.5,83124138.19334842,42.18,DDoS-ICMP_Flood
0.0,246.3035997416172,9.5,83089972.57745439,54.0,DDoS-SYN_Flood
0.0,45.73043459299156,9.5,83132150.88846494,42.0,DDoS-ICMP_Flood
0.0008564496040344,33.54540946684888,9.5,83365402.15917751,59.46,DDoS-SynonymousIP_Flood
0.0,7.555514324083573,9.5,83330916.94960842,54.0,DDoS-PSHACK_Flood
0.8444565534591675,940.8417299151672,5.5,5.698204040527343e-06,66.0,MITM-ArpSpoofing
0.0,117.10372169640117,9.5,83127982.9862269,42.0,DDoS-ICMP_Flood
0.3430241918563843,4.448973550138102,9.5,82972407.16518955,55.25,DoS-SYN_Flood
0.0,3.5324267898603163,9.5,83075973.5474624,54.0,DDoS-TCP_Flood
0.0749751687049865,10080.419564261148,9.5,83102828.28309537,50.0,DDoS-UDP_Flood
0.011751320362091,3.798060981722586,9.5,83128745.82729691,42.32,DDoS-ICMP_Flood
0.0,79.87514937417575,9.5,83150323.63239338,42.0,DDoS-ICMP_Flood
0.0910212922096252,15435.848120960203,9.5,83123824.88141565,55.65,DDoS-UDP_Flood
0.9080376386642456,0.8870297989211126,9.5,83076896.73919126,54.06,DDoS-SYN_Flood
0.0,0.8980449240426611,9.5,83093496.37762907,54.0,DDoS-SYN_Flood
0.0,0.6246439627376394,9.5,83149410.48673481,42.0,DDoS-ICMP_Flood
0.0,0.0,9.5,83365456.67433481,54.06,DDoS-SynonymousIP_Flood
0.0855067038536071,7332.397013115672,9.5,83098601.22152455,52.21,DDoS-UDP_Flood
0.0,7.096780961566119,9.5,83348442.7980158,54.0,DDoS-RSTFINFlood
0.0,33.87144159618704,9.5,82981664.85650463,54.0,DoS-SYN_Flood
0.0163120412826538,9475.265676184335,9.5,83102281.94112466,50.0,DDoS-UDP_Flood
0.0,13.036776337056171,9.5,83124867.04591322,42.0,DDoS-ICMP_Flood
0.4214843535423279,2876.3581357460603,9.5,83763286.59408173,554.0,Mirai-udpplain
0.2796370244026184,2.838732297033029,9.5,82985396.84108211,54.72,DoS-SYN_Flood
0.0,22.433631963201663,9.5,83094017.40387724,54.18,DDoS-SYN_Flood
0.0,63.176267688901255,9.5,83150182.24251321,42.0,DDoS-ICMP_Flood
0.0,67.23580520021802,9.5,83128044.90803461,42.0,DDoS-ICMP_Flood
0.0,16.03744092501109,9.5,83124635.26357108,42.0,DDoS-ICMP_Flood
0.0,1.813322588496828,9.5,83128622.15417163,42.0,DDoS-ICMP_Flood
0.0784647941589355,15121.347750767824,9.5,83015895.676294,50.0,DoS-UDP_Flood
0.0,26.966556242957868,9.5,83076195.04166625,54.0,DDoS-TCP_Flood
0.2728205394744873,7.352494916229523,9.5,83365595.57667588,54.0,DDoS-SynonymousIP_Flood
0.0,0.0,9.5,83150326.68954933,42.0,DDoS-ICMP_Flood
0.0,0.943105310815072,9.5,83089991.11127396,54.06,DDoS-SYN_Flood
0.0,1.7427008742372772,9.5,82926066.58414273,54.0,DoS-TCP_Flood
0.0009673905372619,53.641383317778775,9.5,83245147.12180579,1026.96,DDoS-ICMP_Fragmentation
0.0,61.71679137145841,9.5,83124835.69144925,42.18,DDoS-ICMP_Flood
0.0963918137550354,4.5661969977344015,9.5,82972545.4459583,54.0,DoS-SYN_Flood
0.0056827354431152,89.79630216000365,9.5,83089974.92744881,54.4,DDoS-SYN_Flood
0.0,15.066987721690168,9.5,83150259.53101479,42.0,DDoS-ICMP_Flood
0.0062194395065307,10.87990808375667,9.5,82925809.80977459,54.12,DoS-TCP_Flood
0.0,0.5933706318953351,9.5,83076918.94779588,54.0,DDoS-SYN_Flood
0.110737829208374,5971.703017234695,9.5,83016287.1899369,50.0,DoS-UDP_Flood
4.359273324012756,0.9008601895997116,9.5,83362207.28525266,54.0,DDoS-SynonymousIP_Flood
172.40422549247742,7.560492413779741,5.5,0.0275233030319213,110.0,Recon-OSScan
0.0,19.69256657145057,9.5,83068296.00398485,54.12,DDoS-TCP_Flood
0.0,2.8789738032830106,9.5,82955739.4569177,54.0,DoS-TCP_Flood
0.0,9.97864524847262,9.5,82947313.15951027,54.0,DoS-TCP_Flood
0.0803002953529357,6021.677814375051,9.5,83102469.16582794,50.0,DDoS-UDP_Flood
0.0,5.451856473447847,9.5,83663533.35429095,578.0,Mirai-greip_flood
0.2532010221481323,2.6869922508211874,9.5,83586067.71916242,511.04,Mirai-greip_flood
0.0,0.0,9.5,83128823.95426463,42.0,DDoS-ICMP_Flood
0.0572835397720336,10.4894470906844,9.5,83348320.68881525,54.49,DDoS-RSTFINFlood
0.0,0.4703397908227364,9.5,83313926.36801228,54.0,DDoS-PSHACK_Flood
0.0,43.5028663463234,9.5,83362299.32000583,54.0,DDoS-SynonymousIP_Flood
0.0,26.82114458004673,9.5,83124831.42322792,42.0,DDoS-ICMP_Flood
0.0,3.986656977973748,9.5,83072053.31058225,54.0,DDoS-TCP_Flood
0.0,25.02784548782563,9.5,83361036.13213995,54.35,DDoS-SynonymousIP_Flood
0.243361964225769,3428.48474172819,9.5,83101943.52733283,51.44,DDoS-UDP_Flood
1.7004097247123715,1.764284140262711,9.5,83361321.03867696,54.0,DDoS-SynonymousIP_Flood
0.0,0.0,9.5,82985561.11741109,54.06,DoS-SYN_Flood
0.0,17.442375162704682,9.5,83284200.96601202,903.03,DDoS-ICMP_Fragmentation
0.0,39.50629191470124,9.5,83149488.07356884,42.41,DDoS-ICMP_Flood
0.0,1.5071045089605262,9.5,83149559.96532066,42.99,DDoS-ICMP_Flood
2.515867066383362,152.0349318586576,5.5,0.0001149892807006,1996.9,DNS_Spoofing
0.0,2097152.0,9.5,83067297.02760257,54.0,DDoS-TCP_Flood
0.0,41.80008371369915,9.5,83124687.68061796,42.0,DDoS-ICMP_Flood
0.0,30.219199400559106,9.5,83093435.13008647,54.06,DDoS-SYN_Flood
0.0,182.2659482009388,9.5,83124827.23761983,42.0,DDoS-ICMP_Flood
0.0,0.2917354972964604,9.5,82951174.32733755,54.0,DoS-TCP_Flood
0.0388914108276367,2.554276732492152,9.5,83365442.63817577,57.37,DDoS-SynonymousIP_Flood
0.0,2.616324431655006,9.5,83348442.12317468,54.0,DDoS-RSTFINFlood
0.0,23.9234323131153,9.5,83033539.70151903,54.0,DDoS-TCP_Flood
0.0,64.16399336071653,9.5,83076439.28682293,54.0,DDoS-TCP_Flood
0.0,2.72449870432216,9.5,83482368.67470402,42.0,DDoS-ICMP_Flood
0.0008222389221191,143878.21693189626,9.5,83015710.86144008,50.24,DoS-UDP_Flood
0.0,0.7189819240749092,9.5,83094342.60855164,54.0,DDoS-SYN_Flood
0.0,30.374421041850507,9.5,83076384.77682243,54.0,DDoS-TCP_Flood
0.0860284852981567,3838.507706891628,9.5,83016469.80275768,50.0,DoS-UDP_Flood
0.0,7.184406089442773,9.5,83007864.7209341,162.0,DoS-UDP_Flood
